row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
464,3706,C1,gpt,gpt-4.1-mini,21739621,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1198,300,explicit_numeric,699,20,719,1,,[],chatcmpl-EOZpV2HShkk3quScuVQZHV4YUCXVb,gpt-4.1-mini-2025-04-14,fp_477f138a18,2026-09-16T02:38:28.873252+00:00,2026-09-16T02:38:29.494421+00:00,0.621,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
465,3713,C1,gpt,gpt-4.1-mini,18708308,REFUTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,549,22,571,1,,[],chatcmpl-EOZpdXL2Pk7iluYOrYVNYwLjAcMdd,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T02:38:37.083183+00:00,2026-09-16T02:38:37.685726+00:00,0.603,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
466,3726,C1,gpt,gpt-4.1-mini,26686513,INCONCLUSIVE,INCONCLUSIVE,0.25,COMMIT,full,clean,1,short,1191,300,explicit_numeric,663,21,684,1,,[],chatcmpl-EOZpwpq68BUUvQqWhMxvSF7RjWYn3,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T02:38:56.021834+00:00,2026-09-16T02:38:56.735607+00:00,0.714,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
467,3733,C1,gpt,gpt-4.1-mini,16100194,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,570,21,591,1,,[],chatcmpl-EOZq5udrsl3LDPQ9W8kX3qVJFkdlJ,gpt-4.1-mini-2025-04-14,fp_376003153f,2026-09-16T02:39:04.317133+00:00,2026-09-16T02:39:05.334957+00:00,1.018,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
468,3738,C1,gpt,gpt-4.1-mini,15222284,SUPPORTED,INCONCLUSIVE,0.45,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,608,22,630,1,,[],chatcmpl-EOZqCnRQHDYGuNvTI1Qv42dZfKuUk,gpt-4.1-mini-2025-04-14,fp_eb78327c64,2026-09-16T02:39:10.568222+00:00,2026-09-16T02:39:12.195198+00:00,1.627,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.45
ACTION: ABSTAIN",62
469,3745,C1,gpt,gpt-4.1-mini,22644412,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,632,20,652,1,,[],chatcmpl-EOZqLdiyYQFd373XZrjcA5gQKKpse,gpt-4.1-mini-2025-04-14,fp_eb78327c64,2026-09-16T02:39:20.604617+00:00,2026-09-16T02:39:21.312876+00:00,0.708,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
470,3758,C1,gpt,gpt-4.1-mini,27096199,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,575,21,596,1,,[],chatcmpl-EOZqbEvRPxOisDC3ZLwzaye4aM3Zd,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T02:39:36.683228+00:00,2026-09-16T02:39:37.181867+00:00,0.499,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
471,3765,C1,gpt,gpt-4.1-mini,22979954,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,569,20,589,1,,[],chatcmpl-EOZqkLqhy8Epdseg0Jw1FwlYgesMm,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T02:39:45.286535+00:00,2026-09-16T02:39:45.888330+00:00,0.602,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
472,3770,C1,gpt,gpt-4.1-mini,15800018,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1102,300,explicit_numeric,670,20,690,1,,[],chatcmpl-EOZqpr224AsQYdRNbwI33tDCJWOk0,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T02:39:50.505068+00:00,2026-09-16T02:39:51.107800+00:00,0.603,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
473,3777,C1,gpt,gpt-4.1-mini,21276532,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,561,20,581,1,,[],chatcmpl-EOZqxcHbclkgKhvo8VXZZSOagJW3z,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T02:39:58.834811+00:00,2026-09-16T02:39:59.404013+00:00,0.569,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
474,3790,C1,gpt,gpt-4.1-mini,27044366,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,569,21,590,1,,[],chatcmpl-EOZrDKAsFYZF777haLSl3vP1RJwfg,gpt-4.1-mini-2025-04-14,fp_7801f140fb,2026-09-16T02:40:14.874739+00:00,2026-09-16T02:40:15.684773+00:00,0.81,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
475,3797,C1,gpt,gpt-4.1-mini,23587089,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,533,20,553,1,,[],chatcmpl-EOZrMsVRsbeLQQmOWPfB6eG8agmQ5,gpt-4.1-mini-2025-04-14,fp_6bc8ee4e86,2026-09-16T02:40:23.170422+00:00,2026-09-16T02:40:23.669299+00:00,0.499,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
476,3802,C1,gpt,gpt-4.1-mini,11438275,REFUTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,771,300,explicit_numeric,458,22,480,1,,[],chatcmpl-EOZrRLIVbLk0Xkx7Z8V9Lnnoyvqwo,gpt-4.1-mini-2025-04-14,fp_276fc628c7,2026-09-16T02:40:28.414715+00:00,2026-09-16T02:40:28.996194+00:00,0.582,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
477,3809,C1,gpt,gpt-4.1-mini,15943725,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,538,22,560,1,,[],chatcmpl-EOZrZw9m4tWGGDmGm0b7khYajl04i,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T02:40:36.771001+00:00,2026-09-16T02:40:37.393506+00:00,0.623,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
478,3822,C1,gpt,gpt-4.1-mini,24450673,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,554,21,575,1,,[],chatcmpl-EOZrpx3t8Nl9omsmDbnQAZHm7nhPm,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T02:40:52.763905+00:00,2026-09-16T02:40:53.367931+00:00,0.604,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
479,3829,C1,gpt,gpt-4.1-mini,24973051,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,561,20,581,1,,[],chatcmpl-EOZry9ZT6xCmgMwQrhkAUiAf4Z4fV,gpt-4.1-mini-2025-04-14,fp_50a4e41e04,2026-09-16T02:41:01.160793+00:00,2026-09-16T02:41:01.868328+00:00,0.708,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
480,3834,C1,gpt,gpt-4.1-mini,10340286,INCONCLUSIVE,INCONCLUSIVE,0.4,ABSTAIN,full,clean,1,short,1200,300,explicit_numeric,564,22,586,1,,[],chatcmpl-EOZs3G7nioi85vWeABCtgIv1vISSV,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T02:41:06.684148+00:00,2026-09-16T02:41:07.292357+00:00,0.608,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
481,3841,C1,gpt,gpt-4.1-mini,20538207,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,530,20,550,1,,[],chatcmpl-EOZsBeHDTUVUUAMSH7ujEsXLQhEcb,gpt-4.1-mini-2025-04-14,fp_492693cdba,2026-09-16T02:41:14.883042+00:00,2026-09-16T02:41:15.487029+00:00,0.604,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
482,3854,C1,gpt,gpt-4.1-mini,18843057,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,557,21,578,1,,[],chatcmpl-EOZsQURqqB8C7ltJ9Z78Jj0eAL64n,gpt-4.1-mini-2025-04-14,fp_3ad92fda13,2026-09-16T02:41:30.039407+00:00,2026-09-16T02:41:30.846411+00:00,0.807,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
483,3861,C1,gpt,gpt-4.1-mini,18847643,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,538,21,559,1,,[],chatcmpl-EOZsZPgxuuuoyUvUk7HySeljaggTs,gpt-4.1-mini-2025-04-14,fp_e941d48efd,2026-09-16T02:41:38.648142+00:00,2026-09-16T02:41:39.273389+00:00,0.625,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
484,3866,C1,gpt,gpt-4.1-mini,12947068,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,543,20,563,1,,[],chatcmpl-EOZsebQ7zGudqdwk6apWqv0GxhT3u,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T02:41:43.766523+00:00,2026-09-16T02:41:44.402546+00:00,0.636,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
485,3873,C1,gpt,gpt-4.1-mini,24487044,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,597,20,617,1,,[],chatcmpl-EOZsmyTXHF1e8kCkQbE6PC5CGyfXE,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T02:41:51.750437+00:00,2026-09-16T02:41:52.452438+00:00,0.702,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
486,3886,C1,gpt,gpt-4.1-mini,22537902,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1158,300,explicit_numeric,653,21,674,1,,[],chatcmpl-EOZt3rJud35XH3LhVnK4Fp4K77CLA,gpt-4.1-mini-2025-04-14,fp_d947bed196,2026-09-16T02:42:08.651103+00:00,2026-09-16T02:42:09.246510+00:00,0.595,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
487,3893,C1,gpt,gpt-4.1-mini,14599616,INCONCLUSIVE,INCONCLUSIVE,0.4,ABSTAIN,full,clean,1,short,918,300,explicit_numeric,507,22,529,1,,[],chatcmpl-EOZtCHrOImMsYEe7vfnze3dRZ3buI,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T02:42:17.919091+00:00,2026-09-16T02:42:18.563892+00:00,0.645,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
488,3898,C1,gpt,gpt-4.1-mini,17704864,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,693,300,explicit_numeric,481,22,503,1,,[],chatcmpl-EOZtIUrk3EKdCj7GQuNLIDJHP4omk,gpt-4.1-mini-2025-04-14,fp_117d60f06a,2026-09-16T02:42:24.005509+00:00,2026-09-16T02:42:24.709168+00:00,0.704,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
489,3905,C1,gpt,gpt-4.1-mini,24666444,REFUTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,531,22,553,1,,[],chatcmpl-EOZtRrd3PJiL87n1G8qlLJHhxMnjg,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T02:42:32.914851+00:00,2026-09-16T02:42:33.498483+00:00,0.584,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
490,3918,C1,gpt,gpt-4.1-mini,24922528,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,962,300,explicit_numeric,495,21,516,1,,[],chatcmpl-EOZtgyvimgzYC8lUDYRQNOobqfhhq,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T02:42:47.971616+00:00,2026-09-16T02:42:48.466391+00:00,0.495,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
491,3925,C1,gpt,gpt-4.1-mini,19351635,INCONCLUSIVE,INCONCLUSIVE,0.4,ABSTAIN,full,clean,1,short,1200,300,explicit_numeric,594,22,616,1,,[],chatcmpl-EOZtovfV72TP0JwMzNe4Yjtny5Tu7,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T02:42:55.853243+00:00,2026-09-16T02:42:56.378901+00:00,0.526,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
492,3930,C1,gpt,gpt-4.1-mini,26237424,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,676,21,697,1,,[],chatcmpl-EOZtuqp4ZZwfnKnW4eaS77PLuGQKI,gpt-4.1-mini-2025-04-14,fp_d3f60a4dbc,2026-09-16T02:43:01.687620+00:00,2026-09-16T02:43:02.497644+00:00,0.81,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
493,3937,C1,gpt,gpt-4.1-mini,16991071,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,768,300,explicit_numeric,455,20,475,1,,[],chatcmpl-EOZu69I9BEOh6jb0cpfdKjhiMiu31,gpt-4.1-mini-2025-04-14,fp_d3f60a4dbc,2026-09-16T02:43:14.073382+00:00,2026-09-16T02:43:14.886064+00:00,0.813,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
494,3950,C1,gpt,gpt-4.1-mini,22564465,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,578,21,599,1,,[],chatcmpl-EOZuNCYhviM4VkRfBkc14Q5V5tSN1,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T02:43:30.054770+00:00,2026-09-16T02:43:30.758215+00:00,0.703,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
495,3957,C1,gpt,gpt-4.1-mini,10749257,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,937,300,explicit_numeric,502,20,522,1,,[],chatcmpl-EOZuWf3LOn3xhy9ImTC4WXBwRqptq,gpt-4.1-mini-2025-04-14,fp_1677d11c7c,2026-09-16T02:43:39.048074+00:00,2026-09-16T02:43:39.777986+00:00,0.73,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
496,3962,C1,gpt,gpt-4.1-mini,16046584,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,300,explicit_numeric,552,20,572,1,,[],chatcmpl-EOZubhiVTS8w7eRbAPh6LPOh8Imex,gpt-4.1-mini-2025-04-14,fp_5077a5477e,2026-09-16T02:43:44.179768+00:00,2026-09-16T02:43:44.786872+00:00,0.607,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
497,3969,C1,gpt,gpt-4.1-mini,19027440,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,554,20,574,1,,[],chatcmpl-EOZuisZplPPSC4FL4HCqHLFlluzEq,gpt-4.1-mini-2025-04-14,fp_dc9dc22150,2026-09-16T02:43:51.785089+00:00,2026-09-16T02:43:52.467060+00:00,0.682,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
498,3982,C1,gpt,gpt-4.1-mini,17691856,INCONCLUSIVE,INCONCLUSIVE,0.4,ABSTAIN,full,clean,1,short,1200,300,explicit_numeric,534,22,556,1,,[],chatcmpl-EOZuyORPwHgMsG2l0XbUdqcB1qurd,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T02:44:07.535263+00:00,2026-09-16T02:44:08.339287+00:00,0.804,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
499,3989,C1,gpt,gpt-4.1-mini,22849512,INCONCLUSIVE,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,529,20,549,1,,[],chatcmpl-EOZv8Mgym8gAlXdlccg5dXbwycW0G,gpt-4.1-mini-2025-04-14,fp_dc9dc22150,2026-09-16T02:44:17.519396+00:00,2026-09-16T02:44:18.169103+00:00,0.65,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
500,3994,C1,gpt,gpt-4.1-mini,16735905,INCONCLUSIVE,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,635,20,655,1,,[],chatcmpl-EOZvFEm34gfgwHiFH7HRtvqzYkKwQ,gpt-4.1-mini-2025-04-14,fp_3ad92fda13,2026-09-16T02:44:24.176242+00:00,2026-09-16T02:44:25.031066+00:00,0.855,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
501,4001,C1,gpt,gpt-4.1-mini,24695920,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,584,20,604,1,,[],chatcmpl-EOZvPCquBzRdrGdfBE8Y2oAb1IVfJ,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T02:44:34.459755+00:00,2026-09-16T02:44:35.066240+00:00,0.607,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
502,4014,C1,gpt,gpt-4.1-mini,22023714,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,539,21,560,1,,[],chatcmpl-EOZvfYNTSDTobxrcMPHzmGzyztmc9,gpt-4.1-mini-2025-04-14,fp_4fa7b9616a,2026-09-16T02:44:50.438643+00:00,2026-09-16T02:44:51.040218+00:00,0.602,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
503,4021,C1,gpt,gpt-4.1-mini,25887165,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,566,20,586,1,,[],chatcmpl-EOZvnKoonN3KomLWittkfYT6PlAkF,gpt-4.1-mini-2025-04-14,fp_477f138a18,2026-09-16T02:44:58.837311+00:00,2026-09-16T02:44:59.643471+00:00,0.806,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
504,4026,C1,gpt,gpt-4.1-mini,22075911,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,574,20,594,1,,[],chatcmpl-EOZvw6piBjbM7E4EfV5i9O1hFxQcN,gpt-4.1-mini-2025-04-14,fp_03a696da6b,2026-09-16T02:45:07.122537+00:00,2026-09-16T02:45:07.731194+00:00,0.609,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
505,4033,C1,gpt,gpt-4.1-mini,19683101,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,592,21,613,1,,[],chatcmpl-EOZw5QfnCGjNmIwfKmILh1IJnQzPc,gpt-4.1-mini-2025-04-14,fp_492693cdba,2026-09-16T02:45:16.755296+00:00,2026-09-16T02:45:17.356541+00:00,0.601,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
506,4046,C1,gpt,gpt-4.1-mini,25810292,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,571,20,591,1,,[],chatcmpl-EOZwMkKxBn0Qp8XRAjLYF4iYd140C,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T02:45:33.951511+00:00,2026-09-16T02:45:34.654112+00:00,0.703,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
507,4053,C1,gpt,gpt-4.1-mini,21789019,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,532,20,552,1,,[],chatcmpl-EOZwVM7pNgqIV1vpM7Gbr81k5uI3e,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T02:45:42.461562+00:00,2026-09-16T02:45:43.182617+00:00,0.721,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
508,4058,C1,gpt,gpt-4.1-mini,24947183,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,622,20,642,1,,[],chatcmpl-EOZwa39a9om66bH73tnJZzxzj5mjW,gpt-4.1-mini-2025-04-14,fp_4d97b2b393,2026-09-16T02:45:47.986925+00:00,2026-09-16T02:45:48.589813+00:00,0.603,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
509,4065,C1,gpt,gpt-4.1-mini,22382608,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,607,20,627,1,,[],chatcmpl-EOZwizZbYDvlLiSFUvkDUJsJSRGmd,gpt-4.1-mini-2025-04-14,fp_eb78327c64,2026-09-16T02:45:55.872836+00:00,2026-09-16T02:45:56.679829+00:00,0.807,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
510,4078,C1,gpt,gpt-4.1-mini,12790890,INCONCLUSIVE,INCONCLUSIVE,0.25,COMMIT,full,clean,1,short,1200,300,explicit_numeric,573,21,594,1,,[],chatcmpl-EOZwxqQO2s9snsRWh1ZCLbhNz0joY,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T02:46:11.026780+00:00,2026-09-16T02:46:11.630912+00:00,0.604,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
511,4085,C1,gpt,gpt-4.1-mini,21190419,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1037,300,explicit_numeric,544,21,565,1,,[],chatcmpl-EOZx6J98K3mm3LcBLCGSzfWru0Acj,gpt-4.1-mini-2025-04-14,fp_4fae898a2c,2026-09-16T02:46:19.429678+00:00,2026-09-16T02:46:20.233160+00:00,0.804,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
512,4090,C1,gpt,gpt-4.1-mini,12153648,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,550,21,571,1,,[],chatcmpl-EOZxDwvtgKKt1NKM6eCr0gec69bZ1,gpt-4.1-mini-2025-04-14,fp_697c03071e,2026-09-16T02:46:26.898270+00:00,2026-09-16T02:46:27.708412+00:00,0.81,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
513,4097,C1,gpt,gpt-4.1-mini,23025584,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,522,21,543,1,,[],chatcmpl-EOZxNqUou0FNvxKPMbR8qkkIgodfd,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T02:46:36.332323+00:00,2026-09-16T02:46:36.925662+00:00,0.593,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
514,4110,C1,gpt,gpt-4.1-mini,26578404,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,533,22,555,1,,[],chatcmpl-EOZxbs8pky78ZCn7T8vjzFS3yDiLB,gpt-4.1-mini-2025-04-14,fp_492693cdba,2026-09-16T02:46:50.962702+00:00,2026-09-16T02:46:51.565996+00:00,0.603,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
515,4117,C1,gpt,gpt-4.1-mini,18378554,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,965,300,explicit_numeric,525,21,546,1,,[],chatcmpl-EOZxlcLyBcQOFTxfkPYRdDUnkoqlF,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T02:47:00.392195+00:00,2026-09-16T02:47:00.955035+00:00,0.563,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
516,4122,C1,gpt,gpt-4.1-mini,24614851,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,569,20,589,1,,[],chatcmpl-EOZxqzJOocAmwosh2dtBs50V5nbTc,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T02:47:05.808740+00:00,2026-09-16T02:47:06.515998+00:00,0.707,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
517,4129,C1,gpt,gpt-4.1-mini,12805495,INCONCLUSIVE,INCONCLUSIVE,0.25,COMMIT,full,clean,1,short,1200,300,explicit_numeric,556,21,577,1,,[],chatcmpl-EOZxyb90iSAOx3HjkIoATsmgck81h,gpt-4.1-mini-2025-04-14,fp_2adc27fdb5,2026-09-16T02:47:13.903953+00:00,2026-09-16T02:47:14.810664+00:00,0.907,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
518,4142,C1,gpt,gpt-4.1-mini,16155169,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,576,21,597,1,,[],chatcmpl-EOZyE71KcDWFgBQFruoLmEM79D9P5,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T02:47:29.161746+00:00,2026-09-16T02:47:29.863728+00:00,0.702,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
519,4149,C1,gpt,gpt-4.1-mini,8375607,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,300,explicit_numeric,533,20,553,1,,[],chatcmpl-EOZyMqVIPE13h74J1zi6FadqqN5mH,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T02:47:37.663627+00:00,2026-09-16T02:47:38.184994+00:00,0.521,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
520,4154,C1,gpt,gpt-4.1-mini,21669959,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,300,explicit_numeric,575,20,595,1,,[],chatcmpl-EOZySGViVqboeeYA5SbeI40XbRkgC,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T02:47:42.982259+00:00,2026-09-16T02:47:43.894103+00:00,0.912,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
